strain	replicate	age.at.death	rupture	
strain	replicate	age.at.death	rupture	
1	N2	1	16	0
1	N2	1	16	0
2	N2	1	16	0
2	N2	1	16	0
3	N2	1	18	0
3	N2	1	18	0
4	N2	1	18	0
4	N2	1	18	0
5	N2	1	18	0
5	N2	1	18	0
6	N2	1	18	0
6	N2	1	18	0
7	N2	1	18	0
7	N2	1	18	0
8	N2	1	18	0
8	N2	1	18	0
9	N2	1	21	0
9	N2	1	21	0
10	N2	1	21	0
10	N2	1	21	0
11	N2	1	21	0
11	N2	1	21	0
12	N2	1	21	0
12	N2	1	21	0
13	N2	1	21	0
13	N2	1	21	0
14	N2	1	21	0
14	N2	1	21	0
15	N2	1	21	0
15	N2	1	21	0
16	N2	1	21	0
16	N2	1	21	0
17	N2	1	21	0
17	N2	1	21	0
18	N2	1	21	0
18	N2	1	21	0
19	N2	1	23	0
19	N2	1	23	0
20	N2	1	23	0
20	N2	1	23	0
21	N2	1	23	0
21	N2	1	23	0
22	N2	1	23	0
22	N2	1	23	0
23	N2	1	23	0
23	N2	1	23	0
24	N2	1	23	0
24	N2	1	23	0
25	N2	1	23	0
25	N2	1	23	0
26	N2	1	25	0
26	N2	1	25	0
27	N2	1	25	0
27	N2	1	25	0
28	N2	1	25	0
28	N2	1	25	0
29	N2	1	25	0
29	N2	1	25	0
30	N2	1	25	0
30	N2	1	25	0
31	N2	1	25	0
31	N2	1	25	0
32	N2	1	28	0
32	N2	1	28	0
33	N2	1	14	2
33	N2	1	14	2
34	N2	1	14	2
34	N2	1	14	2
35	N2	1	14	2
35	N2	1	14	2
36	N2	2	16	0
36	N2	2	16	0
37	N2	2	16	0
37	N2	2	16	0
38	N2	2	16	0
38	N2	2	16	0
39	N2	2	16	0
39	N2	2	16	0
40	N2	2	18	0
40	N2	2	18	0
41	N2	2	18	0
41	N2	2	18	0
42	N2	2	18	0
42	N2	2	18	0
43	N2	2	18	0
43	N2	2	18	0
44	N2	2	18	0
44	N2	2	18	0
45	N2	2	18	0
45	N2	2	18	0
46	N2	2	18	0
46	N2	2	18	0
47	N2	2	18	0
47	N2	2	18	0
48	N2	2	18	0
48	N2	2	18	0
49	N2	2	18	0
49	N2	2	18	0
50	N2	2	21	0
50	N2	2	21	0
51	N2	2	21	0
51	N2	2	21	0
52	N2	2	21	0
52	N2	2	21	0
53	N2	2	21	0
53	N2	2	21	0
54	N2	2	21	0
54	N2	2	21	0
