strain	replicate	age.at.death	rupture	
strain	replicate	age.at.death	rupture	
1	N2	1	16	0
1	N2	1	16	0
2	N2	1	19	0
2	N2	1	19	0
3	N2	1	21	0
3	N2	1	21	0
4	N2	1	21	0
4	N2	1	21	0
5	N2	1	21	0
5	N2	1	21	0
6	N2	1	21	0
6	N2	1	21	0
7	N2	1	23	0
7	N2	1	23	0
8	N2	1	23	0
8	N2	1	23	0
9	N2	1	26	0
9	N2	1	26	0
10	N2	1	26	0
10	N2	1	26	0
11	N2	1	26	0
11	N2	1	26	0
12	N2	1	26	0
12	N2	1	26	0
13	N2	1	26	0
13	N2	1	26	0
14	N2	1	26	0
14	N2	1	26	0
15	N2	1	26	0
15	N2	1	26	0
16	N2	1	26	0
16	N2	1	26	0
17	N2	1	26	0
17	N2	1	26	0
18	N2	1	26	0
18	N2	1	26	0
19	N2	1	28	0
19	N2	1	28	0
20	N2	1	28	0
20	N2	1	28	0
21	N2	1	28	0
21	N2	1	28	0
22	N2	1	28	0
22	N2	1	28	0
23	N2	1	28	0
23	N2	1	28	0
24	N2	1	28	0
24	N2	1	28	0
25	N2	1	28	0
25	N2	1	28	0
26	N2	1	28	0
26	N2	1	28	0
27	N2	1	28	0
27	N2	1	28	0
28	N2	1	28	0
28	N2	1	28	0
29	N2	1	28	0
29	N2	1	28	0
30	N2	1	28	0
30	N2	1	28	0
31	N2	1	28	0
31	N2	1	28	0
32	N2	1	28	0
32	N2	1	28	0
33	N2	1	30	0
33	N2	1	30	0
34	N2	1	30	0
34	N2	1	30	0
35	N2	1	30	0
35	N2	1	30	0
36	N2	1	33	0
36	N2	1	33	0
37	N2	1	33	0
37	N2	1	33	0
38	N2	1	33	0
38	N2	1	33	0
39	N2	1	33	0
39	N2	1	33	0
40	N2	1	33	0
40	N2	1	33	0
41	N2	1	33	0
41	N2	1	33	0
42	N2	1	33	0
42	N2	1	33	0
43	N2	1	33	0
43	N2	1	33	0
44	N2	1	33	0
44	N2	1	33	0
45	N2	1	35	0
45	N2	1	35	0
46	N2	1	35	0
46	N2	1	35	0
47	N2	1	35	0
47	N2	1	35	0
48	N2	1	35	0
48	N2	1	35	0
49	N2	1	35	0
49	N2	1	35	0
50	N2	1	19	2
50	N2	1	19	2
51	N2	1	21	2
51	N2	1	21	2
52	N2	1	16	3
52	N2	1	16	3
53	N2	2	19	0
53	N2	2	19	0
54	N2	2	19	0
54	N2	2	19	0
